mol_id,smiles,mu,alpha,homo,lumo,gap,r2,zpve,cv,u0,u298,h298,g298
gdb_3219,CC1C2OC2C1O,1.8625,55.89,-0.2503,0.0766,0.3269,642.279,0.124718,24.942,-345.61264,-345.606036,-345.605092,-345.642905
gdb_3233,CC12OC1C1NC21,3.3066,56.68,-0.2193,0.0611,0.2803,613.7265,0.112613,23.424,-324.473847,-324.467877,-324.466933,-324.503185
gdb_3238,OC12CC1N1CC21,2.6057,56.36,-0.221,0.0688,0.2898,604.2059,0.113322,23.505,-324.473588,-324.467734,-324.46679,-324.502715
gdb_3267,C1CC=CCOC1,1.2578,65.92,-0.2414,0.0209,0.2622,727.907,0.15044,24.81,-309.718312,-309.711765,-309.71082,-309.748924
gdb_3341,C1C2COCCN12,1.3507,59.84,-0.2189,0.078,0.2969,639.0353,0.13957,22.876,-325.739818,-325.73398,-325.733035,-325.769247
gdb_3379,N#CC1C2CCN12,3.2387,57.49,-0.2584,0.0084,0.2668,625.5682,0.103421,21.68,-303.460335,-303.45451,-303.453565,-303.489897
gdb_3442,OC1C=CC2OC12,2.0982,53.15,-0.2539,-0.014,0.2399,586.5234,0.102843,21.81,-344.428649,-344.423034,-344.42209,-344.457855
gdb_3448,CC1OCC2OC12,2.0839,56.59,-0.2538,0.0898,0.3436,642.1606,0.125611,23.305,-345.639692,-345.633517,-345.632573,-345.66953
gdb_3480,CC12C3C4C1N4C23,2.0917,59.45,-0.2091,0.0694,0.2784,568.5598,0.113568,21.753,-287.315479,-287.309974,-287.30903,-287.344317
gdb_3505,CCC1C2CC1C2,0.1306,71.76,-0.2881,0.0958,0.3839,827.7818,0.173231,26.266,-273.735646,-273.728917,-273.727973,-273.766326
gdb_3529,CC1C2C3OC2C13,2.0114,60.05,-0.2296,0.0766,0.3061,645.2081,0.125192,22.499,-308.420805,-308.415132,-308.414188,-308.449929
gdb_3594,CC1CC1N1CC1,1.0499,69.29,-0.2313,0.0887,0.32,846.0297,0.159881,27.571,-289.795079,-289.787705,-289.786761,-289.826508
gdb_3643,C#Cc1cn[nH]n1,0.2602,56.63,-0.2502,-0.0263,0.2239,675.1099,0.068776,20.086,-318.327053,-318.321532,-318.320588,-318.356271
gdb_3649,c1cnn2c1CC2,2.9336,60.06,-0.235,0.0333,0.2683,597.8768,0.105219,19.699,-303.481839,-303.476542,-303.475597,-303.51102
gdb_3700,Cc1c(c[nH]n1)O,0.5157,55.53,-0.2077,0.0293,0.2371,670.0325,0.102681,24.496,-340.654465,-340.647629,-340.646685,-340.685112
gdb_3765,Cc1nnn(n1)C,2.4901,56.13,-0.2756,-0.0171,0.2585,715.5256,0.102635,22.699,-336.816043,-336.809205,-336.808261,-336.84777
gdb_3819,c1c(nno1)C#N,3.2279,47.9,-0.3035,-0.0791,0.2244,642.03,0.043828,18.046,-354.275774,-354.270546,-354.269602,-354.304892
gdb_3880,c1(n[nH]c(=O)o1)N,3.6857,44.69,-0.2229,0.031,0.2539,632.6095,0.068348,21.444,-392.672883,-392.666896,-392.665952,-392.702597
gdb_3906,c1cc(=O)onc1,5.0371,51.21,-0.2729,-0.0918,0.1811,588.5266,0.06766,19.039,-359.315205,-359.309996,-359.309051,-359.344257
gdb_3928,c1nncn1C=O,3.4428,49.35,-0.2798,-0.0717,0.2081,642.5149,0.068393,18.643,-355.518342,-355.512942,-355.511998,-355.54774
gdb_3940,c1([nH]c(nn1)O)O,3.0015,43.75,-0.2207,0.0547,0.2753,644.8994,0.068384,21.373,-392.650949,-392.645218,-392.644274,-392.68019
gdb_3949,c1c([nH]nn1)CO,5.8627,51.83,-0.2502,0.0003,0.2505,719.9692,0.091607,21.885,-356.680129,-356.673745,-356.672801,-356.711319
gdb_4231,CC(=O)C(F)(F)F,2.3939,36.9,-0.28,-0.0521,0.2279,639.062,0.06114,23.371,-490.834069,-490.827048,-490.826104,-490.866146
gdb_4016,C(CO)C(=NO)CO,2.4532,63.88,-0.2561,-0.008,0.248,1243.3929,0.140288,32.969,-438.079288,-438.069958,-438.069014,-438.113875
gdb_4102,CC1C=CCC1=NO,0.5562,72.68,-0.2352,0.0109,0.2461,977.5379,0.141812,29.649,-363.840516,-363.832645,-363.831701,-363.87272
gdb_4193,ON=C1CCC2CC12,1.1002,71.87,-0.2277,0.017,0.2446,950.5206,0.14356,27.913,-363.827826,-363.820723,-363.819779,-363.858995
gdb_4464,Cc1c(nc(o1)N)N,0.7336,65.51,-0.1742,0.042,0.2162,947.7313,0.119851,29.701,-396.023404,-396.015273,-396.014329,-396.055627
gdb_4535,Cc1cn(cc1O)C,1.7883,72.76,-0.1822,0.0504,0.2325,1020.8933,0.141524,31.243,-363.896021,-363.887236,-363.886292,-363.929406
gdb_4635,N=C1NC=C(O1)C=O,4.8139,64.76,-0.2212,-0.0598,0.1614,930.0882,0.084533,24.377,-414.692859,-414.686168,-414.685224,-414.723936
gdb_4739,c1c(nc(o1)C#N)O,3.6918,58.43,-0.2505,-0.0693,0.1811,910.9971,0.061569,22.617,-413.493221,-413.486966,-413.486022,-413.523728
gdb_4881,CCc1coc(=O)[nH]1,5.2215,63.25,-0.2132,0.0266,0.2398,1036.0259,0.119436,27.492,-399.862269,-399.854707,-399.853763,-399.894467
gdb_4940,[NH3+]CC1=COC([O-])=N1,6.092,59.91,-0.2128,0.0198,0.2326,994.6715,0.109116,26.569,-415.904759,-415.897533,-415.896589,-415.936502
gdb_5369,CN=c1ccocn1,2.475,70.47,-0.2281,-0.0277,0.2004,929.6873,0.10849,25.103,-378.743227,-378.73629,-378.735346,-378.774697
gdb_5447,C#Cc1cc[nH]c1O,1.7098,69.51,-0.1882,0.0287,0.2169,885.64,0.095714,27.782,-361.469525,-361.462279,-361.461335,-361.500638
gdb_5504,c1c(c(co1)N)C=O,3.8071,62.65,-0.2165,-0.0476,0.1689,907.8786,0.09623,25.929,-398.628791,-398.621685,-398.620741,-398.660163
gdb_5751,OC1CN2C=CN=C12,3.4715,64.12,-0.2262,0.0205,0.2467,830.6101,0.109592,24.153,-378.713593,-378.707141,-378.706196,-378.744402
gdb_6037,CC(O)(C[NH3+])C([O-])=O,3.7704,59.71,-0.2495,0.0154,0.2648,912.5844,0.141752,32.069,-438.175773,-438.167042,-438.166097,-438.209024
gdb_6038,CC(O)(CO)C(N)=O,2.9983,60.41,-0.2389,0.0341,0.273,958.4544,0.139951,34.469,-438.170758,-438.161302,-438.160358,-438.2046
gdb_6051,CCC(C)(C)C(C)C,0.0842,87.88,-0.2931,0.074,0.367,1213.1848,0.244209,41.328,-315.486417,-315.475511,-315.474567,-315.521486
gdb_6058,CC(=O)C#CC(=O)N,3.2733,67.12,-0.2707,-0.0691,0.2016,1392.6312,0.092732,30.0,-398.617286,-398.608188,-398.607244,-398.652687
gdb_6100,CC(O)CNC(N)=O,2.6324,65.76,-0.2405,0.0609,0.3014,1363.2141,0.153133,34.051,-418.302005,-418.292538,-418.291594,-418.33681
gdb_6512,CC1(C)OC1(C)C#C,1.781,74.81,-0.2554,0.0291,0.2845,978.479,0.149181,34.813,-347.766259,-347.756816,-347.755872,-347.799577
gdb_6558,CC(C)(C)CN1CC1,1.015,82.39,-0.2301,0.0791,0.3093,1179.504,0.210183,36.404,-330.305632,-330.296063,-330.295119,-330.339322
gdb_6614,CC(C)(C)C1CCC1,0.0453,84.73,-0.2806,0.0762,0.3568,1119.089,0.222383,36.673,-314.272878,-314.263348,-314.262404,-314.30651
gdb_6877,CC1C(C#C)C1(C)O,0.8499,75.03,-0.2292,0.0499,0.2791,984.9122,0.150386,34.634,-347.763714,-347.754484,-347.75354,-347.796722
gdb_6901,COC1C(O)C1(C)C,2.4117,71.58,-0.2272,0.0741,0.3012,1019.5497,0.174024,35.307,-386.113662,-386.103919,-386.102975,-386.147478
gdb_6926,CC1(O)CC1OC=O,4.1533,62.48,-0.2679,0.0012,0.2691,1074.2856,0.127359,30.881,-420.878287,-420.869628,-420.868684,-420.911745
gdb_7057,CC#CC(O)CC=O,4.0401,71.08,-0.2435,-0.0238,0.2197,1505.8032,0.126469,32.487,-383.718727,-383.70885,-383.707906,-383.755398
gdb_7314,CN(CC=O)C(=O)N,4.2698,63.07,-0.2395,-0.0288,0.2108,1126.1477,0.128749,31.263,-417.098122,-417.08893,-417.087985,-417.133104
gdb_7464,CC#CC1(CCC1)O,1.7995,76.9,-0.2413,0.0393,0.2806,1176.9192,0.151876,32.482,-347.77033,-347.761184,-347.76024,-347.805549
gdb_8041,OC1CC2(O)CCC12,2.1803,66.85,-0.2491,0.0654,0.3145,893.019,0.153202,30.466,-384.907928,-384.900089,-384.899145,-384.939766
gdb_8047,CC12CC(O1)C2C#N,4.8821,66.1,-0.2604,0.0172,0.2776,848.3085,0.118193,26.975,-362.614062,-362.606917,-362.605973,-362.645275
gdb_8060,OC12CN(C1)C2C=O,3.5399,62.39,-0.2529,-0.0355,0.2174,832.3152,0.118094,26.76,-399.718288,-399.711135,-399.710191,-399.749697
gdb_8255,N=C1CC(CC=O)O1,1.2387,63.96,-0.2597,-0.0352,0.2245,1180.9204,0.117641,27.237,-399.80657,-399.798779,-399.797835,-399.839937
gdb_8347,N=COC12CN(C1)C2,2.2071,67.71,-0.2579,0.0143,0.2721,998.7115,0.131342,26.138,-379.835512,-379.828386,-379.827442,-379.868161
gdb_8439,CC12CN1CC2(C)C,1.668,77.71,-0.2245,0.0782,0.3027,914.7076,0.187739,33.538,-329.095419,-329.086863,-329.085919,-329.127436
gdb_8498,CC12CC3(C)C1CC23,0.0608,79.89,-0.2718,0.1012,0.373,894.5913,0.176607,30.488,-311.810583,-311.803002,-311.802058,-311.841635
gdb_8816,CCC(=O)C(C)C#C,2.1039,73.86,-0.2413,-0.016,0.2253,1131.5991,0.149971,34.23,-347.797651,-347.78793,-347.786986,-347.832901
gdb_8911,CCC(C)C(N)C#N,4.7661,75.47,-0.2597,0.0251,0.2849,1227.492,0.176332,35.332,-345.19945,-345.189645,-345.188701,-345.233997
gdb_8969,C#CCNC(=O)C#C,3.4311,68.81,-0.2616,-0.0314,0.2302,1216.2518,0.092695,30.004,-361.413955,-361.405329,-361.404385,-361.448197
gdb_9057,OC(CCC#C)C#C,1.2488,73.12,-0.2581,0.0268,0.2849,1369.455,0.126788,33.382,-346.530817,-346.521513,-346.520569,-346.565041
gdb_9227,C(C=O)OC(=O)CO,1.2276,55.96,-0.2739,-0.0457,0.2282,1333.2197,0.103492,28.959,-456.841829,-456.832881,-456.831937,-456.87873
gdb_9334,C(CO)NC(=N)C=O,4.7012,65.54,-0.2343,-0.0642,0.17,1340.898,0.12948,30.826,-417.060971,-417.052036,-417.051092,-417.095395
gdb_9415,CCC(C)CCOC,0.9714,83.28,-0.2493,0.0828,0.332,1788.4206,0.221134,38.018,-351.405818,-351.394926,-351.393981,-351.442446
gdb_9774,CC1(CCCC1)OC,1.001,77.6,-0.2447,0.0797,0.3244,1009.8247,0.20042,33.521,-350.217769,-350.208877,-350.207933,-350.251479
gdb_10022,CC#CC(CO)C#C,1.6603,75.47,-0.2483,0.0331,0.2814,1335.3057,0.127253,33.183,-346.53849,-346.52878,-346.527836,-346.57512
gdb_10079,CCC(CC)OC=O,4.0404,72.7,-0.2743,0.0116,0.2858,1229.4931,0.174445,34.198,-386.17921,-386.169301,-386.168357,-386.214895
gdb_10151,CCNC(C=O)C#C,1.3727,72.1,-0.2287,-0.0344,0.1943,1197.6898,0.139006,32.74,-363.821284,-363.811876,-363.810932,-363.855984
gdb_10160,CCCC(C=O)C=O,2.1288,70.0,-0.2577,-0.0545,0.2032,1302.6014,0.150183,32.211,-384.963514,-384.954002,-384.953058,-384.998911
gdb_10166,C(CO)C(C=O)C=O,2.7305,63.5,-0.2565,-0.0581,0.1983,1244.4883,0.126612,31.159,-420.879851,-420.870359,-420.869415,-420.915784
gdb_10242,CC(=O)C(C=O)C#C,1.4723,65.46,-0.2561,-0.0594,0.1967,982.1708,0.102314,30.59,-382.528456,-382.519515,-382.518571,-382.562527
gdb_10257,CC(O)C(C#C)C#C,0.9529,72.43,-0.2589,0.0255,0.2844,1042.9013,0.126583,33.759,-346.532477,-346.523305,-346.522361,-346.56591
gdb_10321,CCN(C=O)C(=O)C,5.9603,66.81,-0.2403,-0.0249,0.2154,1027.9473,0.139887,31.557,-401.047995,-401.038913,-401.037968,-401.082428
gdb_10360,CCC(OC)C(C)C,0.9744,81.71,-0.2426,0.0789,0.3216,1228.325,0.220664,38.867,-351.408406,-351.397541,-351.396597,-351.444109
gdb_10399,C1CC(C1)(CO)CO,3.1162,70.71,-0.247,0.0572,0.3042,991.6083,0.177078,32.671,-386.122025,-386.113358,-386.112413,-386.154982
gdb_10415,COC1(CNC1)C#N,2.3922,65.25,-0.2418,0.0151,0.2569,912.0184,0.130158,29.052,-379.889484,-379.881316,-379.880372,-379.922175
gdb_10715,C1CC1(CO)C(=O)N,4.6717,64.62,-0.2496,0.0165,0.2661,928.167,0.141766,31.584,-401.019714,-401.011076,-401.010131,-401.053123
gdb_10734,CC(C)(C#C)C1CC1,0.5832,80.29,-0.2555,0.0616,0.317,1023.9549,0.174629,35.132,-311.825712,-311.816495,-311.815551,-311.859115
gdb_10876,CC12CC(C1O)C2O,1.9379,68.23,-0.2485,0.0777,0.3262,872.6908,0.153015,31.185,-384.889004,-384.880941,-384.879997,-384.920715
gdb_10970,CC12CC(CO1)C2=O,2.4595,64.69,-0.2243,-0.0169,0.2074,783.5581,0.130446,26.946,-383.734064,-383.72706,-383.726116,-383.764985
gdb_11084,CC12COC1(C)CO2,1.6478,67.28,-0.24,0.0671,0.3071,830.8407,0.152137,30.045,-384.911235,-384.903266,-384.902322,-384.943088
gdb_11122,OCC1CC(O1)C#N,3.5396,62.08,-0.2746,-0.0081,0.2665,1130.0999,0.118736,27.655,-399.783042,-399.775184,-399.77424,-399.816189
gdb_11125,CCC1CN(C1)C=O,4.4213,74.51,-0.2381,0.0284,0.2664,1301.3676,0.165248,30.588,-365.079259,-365.070452,-365.069508,-365.114166
gdb_11572,COC(C)CC1CC1,1.0187,79.13,-0.2476,0.0871,0.3347,1330.2008,0.198624,34.995,-350.187691,-350.178012,-350.177068,-350.222586
gdb_11679,OCC12CC(O1)C2O,1.3991,60.64,-0.257,0.064,0.3211,876.8573,0.129919,28.208,-420.800538,-420.793199,-420.792254,-420.832131
gdb_12115,CC1(CC1)C2(CC2)O,1.3061,74.59,-0.2417,0.0745,0.3162,945.3304,0.175867,33.365,-348.975963,-348.967555,-348.966611,-349.008411
gdb_12224,CC1CC(C=O)N1C,3.005,73.68,-0.2266,-0.0263,0.2003,1118.0802,0.163393,31.867,-365.053548,-365.044641,-365.043697,-365.087294
gdb_12262,CC1OC(CO)C1=O,1.8811,61.75,-0.2544,-0.0381,0.2163,1006.7976,0.128445,29.619,-420.870681,-420.862287,-420.861343,-420.904108
gdb_12275,CC1C(O)CC1CO,0.7125,70.91,-0.249,0.0727,0.3217,1031.7718,0.176122,33.713,-386.120933,-386.111869,-386.110925,-386.154197
gdb_12542,CC1CCOC=NC1,2.2825,72.86,-0.2375,0.0225,0.2601,994.8424,0.167037,29.495,-365.074247,-365.066375,-365.065431,-365.106537
gdb_12583,CC1=CNC(=N)C1=O,5.8905,68.27,-0.2254,-0.0757,0.1498,890.3246,0.107406,27.361,-378.759632,-378.752012,-378.751068,-378.791621
gdb_12671,CC1CNC(=O)N1C,3.8973,68.49,-0.2279,0.0669,0.2948,913.5875,0.155507,29.93,-381.178649,-381.170469,-381.169524,-381.211115
gdb_12980,CC12CC1CCC2=O,2.9691,71.51,-0.2335,-0.0068,0.2267,866.3336,0.154523,28.924,-347.837288,-347.829792,-347.828848,-347.868783
gdb_12997,OC12CC1COC2=N,2.3747,62.44,-0.2467,0.0169,0.2635,783.4389,0.11985,26.561,-399.802033,-399.795191,-399.794247,-399.832777
gdb_13054,O=CCC1NCC1=O,3.2503,63.59,-0.2461,-0.0386,0.2075,1132.4176,0.117101,27.63,-399.794318,-399.786282,-399.785338,-399.828188
gdb_13274,COC=NC1COC1,4.4854,70.7,-0.2404,0.0107,0.2511,1459.333,0.140861,29.036,-400.962049,-400.953381,-400.952436,-400.996739
gdb_13414,COCC1COCO1,0.8372,64.61,-0.2567,0.0849,0.3416,1172.424,0.15379,28.804,-422.059112,-422.050794,-422.049849,-422.092818
gdb_13540,CC(C#N)C1OC1C,2.4029,68.67,-0.2809,0.0278,0.3087,1068.21,0.14049,31.059,-363.864689,-363.855883,-363.854939,-363.898553
gdb_13782,CC(O)C1NC1C=O,4.3993,66.16,-0.2463,-0.0216,0.2247,1096.9136,0.140094,31.416,-400.976247,-400.96742,-400.966476,-401.010332
gdb_14321,O=C1OC2CCC2=C1,5.1423,65.02,-0.266,-0.0448,0.2212,833.7315,0.108878,23.484,-382.55754,-382.55152,-382.550576,-382.587642
gdb_14471,CC12C3CC1(C)OC23,1.8201,71.3,-0.2226,0.0895,0.3121,818.5587,0.152973,29.168,-347.751496,-347.744054,-347.74311,-347.782613
gdb_14564,C(#CC#N)C#CC#N,0.0006,95.14,-0.3024,-0.1281,0.1744,1712.2984,0.037484,23.324,-337.959005,-337.951981,-337.951037,-337.98329
gdb_14675,C(CC#CCO)C=O,1.4912,71.51,-0.2516,-0.031,0.2206,1916.8423,0.127458,31.444,-383.711924,-383.702287,-383.701343,-383.749075
gdb_14826,O=CC1COC1C=O,4.9172,59.05,-0.2443,-0.0461,0.1981,851.1341,0.104812,26.038,-419.658414,-419.650689,-419.649745,-419.691803
gdb_14996,CCC1CCCCO1,1.1829,78.6,-0.2419,0.0892,0.331,1153.6552,0.201949,32.024,-350.229994,-350.221684,-350.22074,-350.26256
gdb_15084,CCC(CO)N1CC1,1.2036,74.93,-0.2351,0.0817,0.3168,1130.0317,0.187823,34.221,-366.227117,-366.217778,-366.216834,-366.261232
gdb_15150,CC#CC#CC1CN1,1.9956,92.65,-0.2225,-0.0137,0.2087,1794.087,0.118017,29.587,-325.456672,-325.447921,-325.446977,-325.491878
gdb_15375,OCC1CC1OC=O,3.8707,62.15,-0.2695,-0.0066,0.2629,1098.3887,0.129062,29.286,-420.872577,-420.864182,-420.863237,-420.906495
gdb_15377,OCC1NC1CC=O,1.9496,65.98,-0.2463,-0.0257,0.2206,1349.3347,0.141003,30.325,-400.970928,-400.962167,-400.961223,-401.005705
gdb_15455,N=C1OCC=C1C#C,3.2036,71.43,-0.2438,-0.0499,0.1938,898.9612,0.095668,25.792,-361.452956,-361.446069,-361.445125,-361.484023
gdb_15484,C1CC(=O)C(=C1)C=O,5.9847,66.8,-0.2383,-0.0752,0.1631,925.1347,0.10666,25.689,-382.58651,-382.579235,-382.578291,-382.61877
gdb_15568,OC1CCC=C1C#C,1.8618,76.11,-0.2339,-0.0232,0.2107,966.1721,0.130043,29.54,-346.586137,-346.578259,-346.577315,-346.618375
gdb_15828,CCCC(C)C1CO1,1.6917,78.7,-0.261,0.0867,0.3477,1422.1234,0.198885,34.766,-350.19175,-350.182102,-350.181158,-350.226672
gdb_15864,CC1CC(O)C1C#C,1.5012,73.33,-0.2523,0.0393,0.2916,962.5224,0.152357,32.231,-347.764071,-347.755606,-347.754662,-347.796569
gdb_15889,CCC1C(O)CC1=O,3.2724,68.61,-0.2375,-0.0177,0.2199,1015.617,0.151896,31.616,-384.948802,-384.940115,-384.939171,-384.982263
gdb_16040,CN1C2CCC12C#N,4.8978,70.71,-0.2626,0.0102,0.2727,896.0075,0.131096,27.699,-342.750929,-342.743565,-342.742621,-342.782357
gdb_16107,C#CC12CC1COC2,1.095,71.37,-0.2439,0.0443,0.2882,886.7185,0.131019,27.493,-346.562688,-346.555667,-346.554723,-346.593604
gdb_16153,CCC12CC=CC1O2,1.7662,71.69,-0.2418,0.0045,0.2464,945.3098,0.153846,28.836,-347.801189,-347.793713,-347.792769,-347.832854
gdb_16807,CC1C=C(C)C2CC12,0.2817,80.82,-0.2167,0.0291,0.2458,985.3282,0.177747,30.884,-311.879246,-311.871387,-311.870443,-311.910894
gdb_17337,CC12OC1CC1NC21,3.1668,67.1,-0.2374,0.073,0.3104,802.2935,0.143098,27.045,-363.826284,-363.819536,-363.818592,-363.856747
gdb_17505,C#CC12CC3C(C1)C23,0.7528,75.08,-0.2448,0.0384,0.2832,832.0238,0.131037,26.614,-309.38432,-309.37783,-309.376886,-309.414554
gdb_17529,CC1C2CC3(CO3)C12,1.8716,71.81,-0.2572,0.0804,0.3376,878.5673,0.153765,28.573,-347.753644,-347.746361,-347.745417,-347.784857
gdb_17607,NC(=O)C(=O)C1CO1,2.173,55.9,-0.2478,-0.0791,0.1687,980.3783,0.094278,27.325,-435.752531,-435.744681,-435.743737,-435.785602
gdb_17647,NC(=O)C(O)C1CN1,3.5977,60.94,-0.2441,0.0119,0.256,964.2004,0.130853,29.986,-417.061193,-417.05296,-417.052015,-417.094305
gdb_17665,OC1(COC1)C1CN1,2.1738,63.82,-0.243,0.0527,0.2958,925.8513,0.142151,28.771,-400.93915,-400.931363,-400.930419,-400.971542
gdb_17758,CC12C3C4C3C1(O)C24,1.102,67.95,-0.2155,0.0734,0.2889,764.2162,0.12918,27.634,-346.490719,-346.483814,-346.482869,-346.521242
gdb_17886,OC1C2CC=CC1O2,1.5795,63.66,-0.2422,-0.0081,0.2341,727.7763,0.132563,25.528,-383.721571,-383.715354,-383.71441,-383.751482
gdb_17955,C1C=CCC=CC=C1,0.1969,81.13,-0.213,-0.0278,0.1852,899.4882,0.156361,27.969,-310.667346,-310.660186,-310.659242,-310.699001
gdb_18027,C1CC2=CCCCC12,0.2703,81.65,-0.2246,0.0311,0.2557,945.8368,0.180262,28.164,-311.876985,-311.87009,-311.869145,-311.907712
gdb_18173,C#CC1=CCC2NC12,1.7502,76.27,-0.2246,-0.0212,0.2034,922.0746,0.119719,26.625,-325.477625,-325.470865,-325.469921,-325.508348
gdb_18215,O=CC1=CNC2CC12,5.5259,71.54,-0.2043,-0.0284,0.1759,897.5887,0.120235,25.908,-362.670889,-362.664105,-362.66316,-362.701807
gdb_18365,CC1COC2COC12,0.7804,66.52,-0.2481,0.073,0.321,842.976,0.155363,27.147,-384.930137,-384.923065,-384.922121,-384.961337
gdb_18433,CC1CC2C(C#C)N12,1.4644,74.06,-0.2273,0.0296,0.2569,866.2706,0.141498,29.582,-326.64362,-326.635971,-326.635027,-326.67509
gdb_18439,CC1OC2C(C#N)C12,4.7101,65.19,-0.2583,0.0259,0.2843,831.5146,0.118761,26.746,-362.632887,-362.625716,-362.624772,-362.664212
gdb_18532,OCCC1CC2CN12,0.392,70.98,-0.2295,0.0799,0.3095,1162.1596,0.16594,30.097,-365.00613,-364.998026,-364.997082,-365.03907
gdb_19006,O=C1OC2C3CC2C13,4.3497,60.72,-0.2651,0.0015,0.2666,740.9267,0.109732,21.741,-382.531335,-382.525986,-382.525042,-382.560676
gdb_19011,CC1=CC2C3OC2C13,2.0812,69.26,-0.2227,0.0016,0.2243,832.398,0.130663,25.48,-346.529864,-346.523536,-346.522592,-346.560026
gdb_19322,C#CC12CN1C1CC21,1.6318,72.05,-0.2214,0.0163,0.2377,846.8849,0.118082,27.027,-325.398727,-325.392013,-325.391069,-325.429209
gdb_19678,N#CC1C2C3OC1C23,5.1843,60.63,-0.2573,0.015,0.2723,755.6995,0.096635,22.623,-361.39915,-361.393301,-361.392357,-361.42917
gdb_19702,CC1C2C3C=CC2C13,0.2207,75.81,-0.2166,0.0093,0.226,849.0293,0.155537,26.393,-310.613214,-310.606902,-310.605958,-310.643147
gdb_19901,O=CN1C2C3CC3C12,3.6984,67.08,-0.2309,0.004,0.2349,896.4234,0.118677,25.246,-362.590111,-362.583573,-362.582629,-362.620883
gdb_19945,N=C1OCC1N1CC1,1.2184,65.65,-0.238,0.0165,0.2545,875.391,0.13146,26.603,-379.87864,-379.871434,-379.870489,-379.9105
gdb_20111,O=C(C1CC1)C1CN1,2.6856,71.25,-0.2542,-0.0257,0.2284,1082.8825,0.143027,28.091,-363.844631,-363.836946,-363.836002,-363.877322
gdb_20213,C1OC2OCC3C1C23,2.7643,61.86,-0.2506,0.0766,0.3271,690.3172,0.134083,22.889,-383.736389,-383.730715,-383.729771,-383.766149
gdb_20244,C1C2C3C4C(C=C13)N24,0.7841,69.63,-0.211,-0.0334,0.1776,615.8262,0.1211,22.122,-325.403235,-325.398179,-325.397235,-325.43185
gdb_20293,C1CN1C1C2CC1O2,2.0923,68.26,-0.2313,0.0766,0.3079,905.7693,0.14257,26.155,-363.745157,-363.73841,-363.737465,-363.776519
gdb_20708,Cc1ncn(n1)C=O,2.517,63.28,-0.2809,-0.0604,0.2205,953.1919,0.096346,24.42,-394.826265,-394.819268,-394.818324,-394.857854
gdb_20764,Cc1c(noc1N)C,3.7212,68.21,-0.2063,0.0223,0.2286,945.7465,0.12985,30.261,-379.934944,-379.926458,-379.925514,-379.968076
gdb_20820,CCc1cnnnn1,5.096,65.0,-0.254,-0.0886,0.1654,926.1995,0.106697,25.345,-374.854433,-374.847197,-374.846253,-374.886858
gdb_20852,CCc1c(n[nH]n1)O,0.8655,62.79,-0.2302,0.0038,0.234,923.3586,0.120338,27.69,-395.993874,-395.986201,-395.985257,-396.026347
gdb_20856,CCc1cc(on1)C,2.9794,71.55,-0.247,0.0,0.247,1124.9894,0.141801,29.182,-363.879759,-363.871559,-363.870615,-363.91299
gdb_20862,CCc1c(non1)C,4.0912,66.03,-0.2889,-0.0329,0.256,963.5522,0.129871,28.243,-379.902313,-379.894315,-379.893371,-379.935245
gdb_21138,CN=c1[nH]nnn1C,1.0141,65.95,-0.2083,-0.0131,0.1952,922.2714,0.118629,28.199,-392.127687,-392.119274,-392.11833,-392.161142
gdb_21196,CNc1nccnn1,2.5174,68.49,-0.2228,-0.0567,0.1661,903.5888,0.108954,25.405,-374.918944,-374.911644,-374.910699,-374.951628
gdb_21200,CNc1ncn(n1)C,1.9283,68.95,-0.1972,0.0223,0.2195,1058.0209,0.132545,28.028,-376.126867,-376.118825,-376.117881,-376.159596
gdb_21241,COc1c(cno1)N,3.1424,61.19,-0.202,0.01,0.212,911.7591,0.107295,27.277,-415.831351,-415.823494,-415.822549,-415.864169
gdb_21517,C#Cc1cnoc1N,3.3907,66.09,-0.2135,0.0003,0.2138,872.6626,0.083714,26.581,-377.489699,-377.48263,-377.481686,-377.520749
gdb_21557,NC1=CC(=N)NN=N1,1.6512,67.37,-0.2121,-0.0579,0.1542,859.852,0.097886,25.881,-390.947071,-390.940375,-390.939431,-390.977691
gdb_21721,[NH3+]CC1=C([O-])ON=N1,5.982,56.8,-0.2337,-0.0182,0.2155,854.9293,0.096524,25.273,-431.895012,-431.88814,-431.887196,-431.926132
gdb_21747,c1c2c(ocn2)on1,1.9604,52.79,-0.2557,-0.0314,0.2243,676.5015,0.063095,18.908,-413.436491,-413.43153,-413.430586,-413.465544
gdb_21821,c1cn[nH]c1NC=O,4.1651,62.91,-0.2228,-0.0102,0.2126,940.3557,0.097937,24.717,-394.819343,-394.812466,-394.811521,-394.850957
gdb_22016,Cc1c(=NO)cn[nH]n1,0.4922,77.17,-0.2004,-0.0367,0.1638,1117.6293,0.11316,30.37,-450.070358,-450.062165,-450.06122,-450.10312
gdb_22391,CC(=NO)CC1CCC1,0.6786,86.56,-0.2375,0.0162,0.2537,1670.2539,0.192694,36.785,-404.305905,-404.295722,-404.294778,-404.34296
gdb_22601,CC12CC1C(=NO)C2O,0.8442,76.86,-0.235,0.0057,0.2407,1174.5886,0.145792,34.243,-439.014196,-439.005144,-439.0042,-439.047622
gdb_22999,CC(=NO)C1NCC1O,1.6707,76.24,-0.2372,0.0054,0.2426,1320.843,0.15826,35.12,-456.273645,-456.264165,-456.263221,-456.308194
